Sequence,Speaker,Utterance,Notes
38,Speaker 1 (Dr. George S. Tulevski),"The health stuff is definitely further out there.",
39,Speaker 1 (Dr. George S. Tulevski),"For example, some of them are made from cadmium.",
40,Speaker 1 (Dr. George S. Tulevski),"Cadmium's toxic.",
41,Speaker 1 (Dr. George S. Tulevski),"You would never put that in someone's body.",
42,Speaker 1 (Dr. George S. Tulevski),"But there are other materials like gold and silver and titanium dioxide, which are less toxic and people are exploring using those.",
43,Speaker 1 (Dr. George S. Tulevski),"So have you learned about graphene?",
44,Speaker 4 (college student),"Yeah.",
45,Speaker 1 (Dr. George S. Tulevski),"Do you know what this is?",
46,Speaker 4 (college student),"Carbon nanotube.",
47,Speaker 4 (college student),"Carbon nanotube, right.",
48,Speaker 4 (college student),"So if you roll up graphene, depending on how you roll it and the angle, it has different properties.",
49,Speaker 4 (college student),"If I roll it one way, it'll act like a metal.",
50,Speaker 4 (college student),"If I roll it a different way, it'll act like a semiconductor.",
51,Speaker 4 (college student),"The one that gets everyone most excited is that the electrons and holes move very fast through graphene.",
52,Speaker 4 (college student),"And so there's a lot of interest in using these for certain types of high speed electronics.",
53,Speaker 4 (college student),"The other interesting application is because it's one atom thin, it's very sensitive to changes in the environment.",
54,Speaker 4 (college student),"And so there's a lot of interest in using them as diagnostics.",
55,Speaker 4 (college student),"It's on us researchers to find ways to control that process and to actually build some sort of interesting technology from them.",
56,Speaker 4 (college student),"So you've been talking about the different ways you can roll these nanotubes.",
57,Speaker 4 (college student),"So how do you go about building and controlling these nanotubes in terms of their diameter?",
58,Speaker 1 (Dr. George S. Tulevski),"You're speaking my language.",
59,Speaker 1 (Dr. George S. Tulevski),"This is what I spent many years of my life working on.",
60,Speaker 1 (Dr. George S. Tulevski),"You don't physically roll up graphene.",
61,Speaker 1 (Dr. George S. Tulevski),"You grow nanotubes by basically taking nanocrystals and you deposit them on a surface.",
62,Speaker 1 (Dr. George S. Tulevski),"And then you do a CVD process, chemical vapor deposition.",
63,Speaker 1 (Dr. George S. Tulevski),"You basically flow in a carbon source, the carbon dissolves in a nanocrystal and then once the nanocrystal is saturated, the nanotubes precipitate out of them in tubes.",
64,Speaker 1 (Dr. George S. Tulevski),"Then you have to develop ways to go into this pile of nanotubes and pull out exactly the ones that you want.",
65,Speaker 1 (Dr. George S. Tulevski),"So I have to find ways to program them to go exactly in the places that I want.",
66,Speaker 1 (Dr. George S. Tulevski),"I modify the surface of the nanotube with specific molecules that recognize one type of surface over another.",
67,Speaker 1 (Dr. George S. Tulevski),"And then I just pattern the surface and the tubes just land exactly where we want them to.",
68,Speaker 1 (Dr. George S. Tulevski),"And it's still very much in the research stage.",
69,Speaker 1 (Dr. George S. Tulevski),"The ultimate goal is to build functional high-speed electronics using these new materials.",
70,Speaker 4 (college student),"In my nanomaterials class, we were talking about different applications of nanotechnology and things we know.",
71,Speaker 4 (college student),"And we touched on the topic that right now, silicon is down to the smallest level that it can get.",
72,Speaker 4 (college student),"And so we have scientists out there researching other materials to replace silicon.",
73,Speaker 1 (Dr. George S. Tulevski),"Yeah.",
74,Speaker 1 (Dr. George S. Tulevski),"That's right.",
75,Speaker 1 (Dr. George S. Tulevski),"And that's the motivation for looking at these emerging materials.",
76,Speaker 1 (Dr. George S. Tulevski),"But I would never bet against the innovation and the creativity in this nano electronic space.",
77,Speaker 1 (Dr. George S. Tulevski),"Tens of thousands of scientists, every time they hit a barrier, at least historically as a guide, have found a way to overcome it.",
78,Speaker 1 (Dr. George S. Tulevski),"It's a real marvel in ingenuity.",
79,Speaker 4 (college student),"I gotta ask.",
80,Speaker 4 (college student),"The lights that are behind you, is that related to the quantum dots that you work with at all?",
81,Speaker 1 (Dr. George S. Tulevski),"It's just pretty lights.",
82,Speaker 1 (Dr. George S. Tulevski),"But now that you suggested it, these were inspired by the array of quantum dots that we showed earlier.",
83,Speaker 1 (Dr. George S. Tulevski),"So that's the story I'm going to stick with.",
84,Speaker 1 (Dr. George S. Tulevski),"I like it.",
85,Speaker 4 (college student),"Well, thank you so much.",
86,Speaker 4 (college student),"This was all so very interesting.",
