Sequence,Speaker,Utterance,Notes
53,"Speaker 1 (Jim Kurose)","How can it be that I've got a connection at 100 megabits per second from our TV into our router?",""
54,"Speaker 1 (Jim Kurose)","100 megabits per second not enough?",""
55,"Speaker 4 (College Student)","Packets dropping?",""
56,"Speaker 1 (Jim Kurose)","Where do they get dropped, do you think?",""
57,"Speaker 4 (College Student)","Somewhere in their travel process.",""
58,"Speaker 1 (Jim Kurose)","Exactly, right.",""
59,"Speaker 1 (Jim Kurose)","And maybe they're dropped in your apartment, but much more likely, they're dropped because of congestion somewhere between the Hulu or the Netflix or the Disney server, if you're watching a video, and your home.",""
60,"Speaker 1 (Jim Kurose)","So even though you've got 200 megabits per second on that last hop, you don't have 200 megabits per second from the server into your apartment.",""
61,"Speaker 4 (College Student)","I see.",""
62,"Speaker 1 (Jim Kurose)","I'm curious, has our conversation sort of changed your view or sort of taught you new things about the internet?",""
63,"Speaker 4 (College Student)","I think that I've sort of realized that the internet is a technology that's dependent upon so many other factors. Some more in our control, some less.",""
