Sequence,Speaker,Utterance,Notes
37,"Speaker 5 (Graduate Student)","Yeah, yeah, so the big one is charge noise, because I guess a lot of the superconducting qubits, they have made them in such a way that they're insensitive to charge.",""
38,"Speaker 1 (Sekhar Ramanathan)","Exactly.",""
39,"Speaker 1 (Sekhar Ramanathan)","So when you think of noise, in what way is a noise bad for your system?",""
40,"Speaker 5 (Graduate Student)","I usually think of it like, well, we work with quantum systems.",""
41,"Speaker 5 (Graduate Student)","And those are very sensitive to fluctuations.",""
42,"Speaker 1 (Sekhar Ramanathan)","Yeah.",""
43,"Speaker 5 (Graduate Student)","I guess any fluctuations can kick your quantum system either out of the state that it's in to another state.",""
44,"Speaker 1 (Sekhar Ramanathan)","I think as you said, anything that interferes with my signal is noise, but it can come from different sources.",""
45,"Speaker 1 (Sekhar Ramanathan)","In some ways, the operation of the quantum system itself, as it's sensitive to different physical phenomena, the ones that I don't like, I call noise.",""
46,"Speaker 1 (Sekhar Ramanathan)","The ones I do like, I call signal and that's an artificial definition that I'm making when I choose to build a sensor.",""
47,"Speaker 1 (Sekhar Ramanathan)","One of the challenges we have is we're trying to figure out if I wanna control it, where is it coming from?",""
48,"Speaker 1 (Sekhar Ramanathan)","I remember we had experiments running in our lab one day and we were running these experiments about 100 megahertz.",""
49,"Speaker 1 (Sekhar Ramanathan)","All of a sudden, we saw these big spikes coming in and we realized we're picking up the local FM stations.",""
50,"Speaker 5 (Graduate Student)","Oh, yeah.",""
51,"Speaker 1 (Sekhar Ramanathan)","And that was a source of noise, like it's completely random, but it is still there.",""
52,"Speaker 1 (Sekhar Ramanathan)","And then the other form is very much what is intrinsically within your experiment itself because some of the materials that you have have defects that are coupling into your sensor, into your quantum system and are also producing noise.",""
53,"Speaker 5 (Graduate Student)","But yeah, the interesting stuff really is where you're picking up the quantum noise intrinsically from whatever.",""
54,"Speaker 1 (Sekhar Ramanathan)","Right, it could give you information if you read it out, about what's happening or you have to find smart ways to suppress it so that you can focus on what you really do care about.",""
55,"Speaker 5 (Graduate Student)","So what are the kind of noise and fluctuations that you're worried about?",""
56,"Speaker 1 (Sekhar Ramanathan)","So one of the things that we're interested in is looking at, suppose, I want to build an entangled quantum sensor.",""
57,"Speaker 1 (Sekhar Ramanathan)","When I put a number of spins together, in addition to being sensitive to an external field, they're sensitive to each other and they start talking to each other.",""
58,"Speaker 1 (Sekhar Ramanathan)","You don't just see the external spins, you see the fluctuations of all the other spins in your system.",""
59,"Speaker 1 (Sekhar Ramanathan)","So what you wanna do is make sure that they don't interact with each other, but they still stay sensitive to everything else.",""
60,"Speaker 1 (Sekhar Ramanathan)","And there, you could think about the local interactions, the magnetic interactions between the spins as a form of noise.",""
61,"Speaker 1 (Sekhar Ramanathan)","In some ways, it's interfering with what you wanna measure, which is the magnetic field outside the sample.",""
