Sequence,Speaker,Utterance,Notes
25,"Speaker 4 (College Student)","Is that created?",""
26,"Speaker 4 (College Student)","Do you like, put energy into it or?",""
27,"Speaker 1 (Sekhar Ramanathan)","So you can implant nitrogen into a diamond and then you bombard it with electrons to create the vacancies and then you heat it up and anneal it, and then you get these nitrogen-vacancy centers in your system.",""
28,"Speaker 1 (Sekhar Ramanathan)","So you mentioned quantum computing earlier.",""
29,"Speaker 1 (Sekhar Ramanathan)","So have you heard of the idea of superposition?",""
30,"Speaker 4 (College Student)","Mm-hmm, yeah.",""
31,"Speaker 1 (Sekhar Ramanathan)","So that's in some ways the key to both quantum sensing, as well as quantum computing.",""
32,"Speaker 1 (Sekhar Ramanathan)","It's the idea that you can take a system and put it in a superposition of two states.",""
33,"Speaker 1 (Sekhar Ramanathan)","Normally we think of classically a bit can be a zero or a one.",""
34,"Speaker 1 (Sekhar Ramanathan)","So switch is either on or off.",""
35,"Speaker 1 (Sekhar Ramanathan)","Whereas in a quantum system, it can be in what's called a superposition.",""
36,"Speaker 1 (Sekhar Ramanathan)","So it can be partially on and partially off.",""
37,"Speaker 1 (Sekhar Ramanathan)","But one of the challenges with quantum systems is that these superpositions are really hard to maintain because we don't see superpositions in the world around us.",""
38,"Speaker 1 (Sekhar Ramanathan)","In quantum computing, you try really hard to isolate everything so that you can maintain this quantum property.",""
39,"Speaker 1 (Sekhar Ramanathan)","And the fact that it's actually going to lose its quantum properties as it interacts with the world also makes it a great sensor.",""
40,"Speaker 1 (Sekhar Ramanathan)","Because now you're actually, you're using that fact that it's interacting with the world to say, wait, it's sensing something.",""
41,"Speaker 4 (College Student)","Okay, so it's like using like, the quantum computer would be kind of like the base level and then like you take it out into the world and see how like it differs?",""
42,"Speaker 1 (Sekhar Ramanathan)","So rather than trying to build a lot of complex algorithms and gates with it, what you do is, you take these quantum bits and you take them out into the world and say, what do you see?",""
43,"Speaker 1 (Sekhar Ramanathan)","What are you sensitive to?",""
44,"Speaker 1 (Sekhar Ramanathan)","So you can use an idea called entanglement to make an even more sensitive quantum sensor, but it's even more fragile.",""
45,"Speaker 4 (College Student)","How does entanglement work into it?",""
46,"Speaker 1 (Sekhar Ramanathan)","So entanglement is the idea that two particles are correlated.",""
47,"Speaker 1 (Sekhar Ramanathan)","They're essentially in the same quantum state, so that you can't disturb one particle without disturbing the second particle.",""
48,"Speaker 1 (Sekhar Ramanathan)","And so, if I have a large number of quantum sensors that are entangled, then they're all going to interact much more strongly than if I just had one of them interact at a time.",""
49,"Speaker 4 (College Student)","Okay.",""
50,"Speaker 1 (Sekhar Ramanathan)","And so that gives you a boost in sensitivity when you have an entangled.",""
51,"Speaker 4 (College Student)","And so, it's more precise.",""
52,"Speaker 1 (Sekhar Ramanathan)","It's more precise.",""
53,"Speaker 4 (College Student)","If you have it entangled.",""
54,"Speaker 1 (Sekhar Ramanathan)","Absolutely.",""
55,"Speaker 4 (College Student)","Okay.",""
56,"Speaker 4 (College Student)","Is an atomic clock a quantum sensor?",""
57,"Speaker 1 (Sekhar Ramanathan)","In some ways, it is.",""
58,"Speaker 1 (Sekhar Ramanathan)","And you know, atomic clocks are remarkable devices and being able to measure time that precisely has really important consequences.",""
59,"Speaker 1 (Sekhar Ramanathan)","In fact, our old GPS system is based on the accuracy of atomic clocks.",""
60,"Speaker 1 (Sekhar Ramanathan)","They’re a set of satellites, each of which has an atomic clock on board and they send out a timestamp, and so, once it gets a signal from three different satellites, it can triangulate and figure out exactly where you are.",""
61,"Speaker 1 (Sekhar Ramanathan)","Now, if you could make those clocks even more precise, you could actually accurately position where you are even more accurately.",""
62,"Speaker 4 (College Student)","Okay, that’s really cool.",""
63,"Speaker 1 (Sekhar Ramanathan)","So some ways, you know, when atomic clocks were designed and built, we didn’t necessarily think of GPS, but technology often works that way is that there are new discoveries and then someone else comes along and says, hey, this is a great tool for some other application.",""
