Sequence,Speaker,Utterance,Notes
134,"Speaker 3 (Teen)","Yeah.",""
135,"Speaker 1 (Sekhar Ramanathan)","In fact, people think of that as a quantum sensor.",""
136,"Speaker 3 (Teen)","Okay, so they've got like built-in.",""
137,"Speaker 1 (Sekhar Ramanathan)","A biological quantum sensor.",""
138,"Speaker 3 (Teen)","Yeah.",""
139,"Speaker 1 (Sekhar Ramanathan)","They have a built-in sensor and one of the ideas is that, they're using quantum phenomena",""
140,"Speaker 3 (Teen)","Yeah.",""
141,"Speaker 1 (Sekhar Ramanathan)","To figure out what the direction of the Earth's magnetic field is.",""
142,"Speaker 3 (Teen)","Okay.",""
143,"Speaker 1 (Sekhar Ramanathan)","That's why they're able to be, homing pigeons are able to come back",""
144,"Speaker 3 (Teen)","Yeah.",""
145,"Speaker 1 (Sekhar Ramanathan)","To their original location.",""
146,"Speaker 3 (Teen)","Oh, that's cool.",""
147,"Speaker 1 (Sekhar Ramanathan)","Yeah.",""
