video_uid,conversation_uid,conversation_id,level_label,trajectory_type,n_turns,maximum_lag,recurrence_threshold,mean_pairwise_distance,mean_adjacent_distance,temporal_locality_observed,temporal_locality_null_mean,temporal_locality_null_sd,temporal_locality_z,temporal_locality_p_perm,lag_growth_slope_observed,lag_growth_slope_null_mean,lag_growth_slope_null_sd,lag_growth_slope_z,lag_growth_slope_p_perm,lag_contrast_observed,lag_contrast_null_mean,lag_contrast_null_sd,lag_contrast_z,lag_contrast_p_perm,recurrence_determinism_observed,recurrence_determinism_null_mean,recurrence_determinism_null_sd,recurrence_determinism_z,recurrence_determinism_p_perm
dimension,dimension::wired_dimension_12,wired_dimension_12,child,expert,25,6,0.9822569045436118,1.1730026070464246,1.0942122809379065,0.067169779193338,-7.2821252548106e-05,0.01617995295035508,4.155920641562213,0.001996007984031936,0.0624240850682629,0.0007280052714760634,0.017487864958619224,3.527936654518753,0.001996007984031936,0.08611961530484813,0.00031320469218627345,0.026915382646208994,3.1880063434560757,0.001996007984031936,0.15384615384615385,0.14790115082873706,0.10133534040038902,0.058666630949551456,0.37325349301397204
dimension,dimension::wired_dimension_12,wired_dimension_12,child,partner,25,6,0.9668777851172387,1.203163784626714,1.2268487273133641,-0.01968555153444762,0.0005689098184770884,0.041865005520953895,-0.48380410084472886,0.6666666666666666,-0.05831310281922243,0.0004789343930263098,0.042846618172120494,-1.3721511689924606,0.9221556886227545,-0.052935327135179566,0.0025682625938303204,0.06507355857261143,-0.8529361379104075,0.810379241516966,0.06060606060606061,0.17392361195615877,0.10786698249016853,-1.0505304657097125,0.9321357285429142
dimension,dimension::wired_dimension_13,wired_dimension_13,teenager,joint,42,6,0.9230404747501466,1.1929750745220253,1.209520408611296,-0.013868968801296733,-0.03012586855591555,0.012066259006927342,1.347302402947392,0.08383233532934131,-0.011977666914771656,-0.021880789396083948,0.01741733833876018,0.5685784066830746,0.29141716566866266,-0.07556163953904682,-0.06229454412515665,0.027539399681703308,-0.48174962298486834,0.716566866267465,0.15294117647058825,0.17683837020096474,0.07300640244026158,-0.3273301098479778,0.6127744510978044
dimension,dimension::wired_dimension_13,wired_dimension_13,teenager,expert,21,6,0.955279229677914,1.187386180483823,1.0922695415810342,0.08010590022534358,-0.001161035097405638,0.02180204344392648,3.7274916698410774,0.001996007984031936,0.08616501886122557,-0.0008495977214196016,0.023925032840620527,3.6369695775259103,0.001996007984031936,0.10692390593004408,-0.0009343856086719464,0.03396435184046196,3.1756322642442925,0.001996007984031936,0.125,0.11615627303553,0.11985490085402306,0.07378694489298517,0.2994011976047904
dimension,dimension::wired_dimension_13,wired_dimension_13,teenager,partner,21,6,0.8138271258594388,1.1206074492097717,1.05079432655673,0.06229935621280436,-0.004122756918657697,0.03938954260681519,1.6862880027444056,0.06187624750499002,0.05506133442992896,-0.003220924307871187,0.04475955971910094,1.3021186781899565,0.10778443113772455,0.07611827307267627,-0.006038743203171884,0.0651690909332677,1.2606745789959823,0.10379241516966067,0.3684210526315789,0.13046196750109795,0.11957275553236545,1.9900777904718538,0.0658682634730539
dimension,dimension::wired_dimension_14,wired_dimension_14,undergraduate,joint,45,6,0.9720682586655723,1.1971754563644492,1.1998173731798718,-0.0022067916623060846,-0.04922424144780368,0.00862718627198587,5.44991707646006,0.001996007984031936,-0.01871877200535603,-0.036503134885497335,0.01573257325820468,1.1304166577369408,0.1157684630738523,-0.08016068054672043,-0.10152284895113312,0.02626859437175752,0.8132208409057493,0.20958083832335328,0.3917525773195876,0.2929978235967927,0.07665719009654949,1.288264722440434,0.09181636726546906
dimension,dimension::wired_dimension_14,wired_dimension_14,undergraduate,expert,23,6,0.8853800135987705,1.1349522545789692,1.0768624542011733,0.05118259393153535,0.0014579612259707933,0.017537059238569422,2.8354031328242706,0.005988023952095809,0.04893589710309273,-0.00019266740997672332,0.0204751100450412,2.399428594278434,0.017964071856287425,0.04871212549280168,0.0006477975816658092,0.02973106642121618,1.6166365252487889,0.059880239520958084,0.19047619047619047,0.1499845371485875,0.11071651074726248,0.36572371233803663,0.281437125748503
dimension,dimension::wired_dimension_14,wired_dimension_14,undergraduate,partner,22,6,0.8984145073338106,1.135076502955452,1.0958306107107934,0.03457554811721697,-0.0007800437771440734,0.048146906784424015,0.7343273795898123,0.23353293413173654,0.0037034206449769115,0.001701045563506291,0.05107366709099268,0.03920562582481488,0.4530938123752495,-0.026421499707518614,0.0028631335816816646,0.0731437188630813,-0.40037112884591736,0.6666666666666666,0.08,0.1772091077038903,0.11090875448760835,-0.8764782198933747,0.7724550898203593
dimension,dimension::wired_dimension_15,wired_dimension_15,graduate,joint,36,6,0.9688310518353589,1.1934673551721364,1.1765896517992638,0.014141738607034049,-0.005643619229909257,0.02101150742265258,0.9416439020273549,0.18762475049900199,0.005863408673831843,-0.0045027716121488195,0.02234539793492058,0.46390672102467995,0.3153692614770459,-0.027399509103469222,-0.01050274023164216,0.03203515326626781,-0.527444608470749,0.7045908183632734,0.3333333333333333,0.13763009187136607,0.06669726762751942,2.934201781021982,0.005988023952095809
dimension,dimension::wired_dimension_15,wired_dimension_15,graduate,expert,18,6,0.8832015496148613,1.1420564364583465,1.1072753281535208,0.030454806955675595,-0.00023841355876977444,0.022815153298810495,1.3452997712728763,0.09181636726546906,0.015262383990113716,-0.0006324485296954242,0.026607357430391332,0.5973848609878792,0.25748502994011974,0.012629993201875411,-0.0006446908388356866,0.038140863266966446,0.34804361788549804,0.3473053892215569,0.14285714285714285,0.12528444888444887,0.1300227042176198,0.13515096519821995,0.437125748502994
dimension,dimension::wired_dimension_15,wired_dimension_15,graduate,partner,18,6,1.046480921455752,1.2315987984903396,1.2283584629822744,0.0026309992442645758,0.000854051949846556,0.03877675696488589,0.045825062060427746,0.4091816367265469,0.019314191919428306,0.002043036526988978,0.0449543733211133,0.38419299650936845,0.36926147704590817,0.022897813166031122,0.004412660823427864,0.0641021870934601,0.2883700725476365,0.39520958083832336,0.14285714285714285,0.14043899433899432,0.12666743141639508,0.01909053093686987,0.5149700598802395
dimension,dimension::wired_dimension_16,wired_dimension_16,expert,joint,50,6,1.0585524732279747,1.2439818260186577,1.1810455218967288,0.050592623465694375,-0.002803414559419442,0.01015038700249931,5.260492827708561,0.001996007984031936,0.03210001949257264,-0.0021148282563204016,0.012493860404303501,2.7385328986954076,0.007984031936127744,0.0323373834661389,-0.005120605941357375,0.0184446057959024,2.030837081691268,0.013972055888223553,0.2072072072072072,0.1801970204718204,0.05490218486370981,0.49196925044854556,0.2694610778443114
dimension,dimension::wired_dimension_16,wired_dimension_16,expert,expert,25,6,1.0646933529507872,1.2342557823653013,1.1695953441007108,0.052388199584268214,-0.0008463667531646632,0.015697995341132212,3.391169711838719,0.001996007984031936,0.058767083665008664,-0.0006474037916797972,0.01721612837305961,3.4510945881225124,0.001996007984031936,0.08468220378568614,-0.0013205371137304414,0.025104879239151532,3.425738083826099,0.001996007984031936,0.125,0.14501507417231554,0.10223641206323465,-0.19577246274972895,0.5748502994011976
dimension,dimension::wired_dimension_16,wired_dimension_16,expert,partner,25,6,1.041281159229234,1.2475285141244612,1.2552402387078156,-0.0061816018600318046,0.0006141271216886055,0.0214483707237799,-0.3168412682360976,0.6207584830339321,-0.002950119240410015,0.00016310032954314514,0.023089975607199803,-0.1348299202612588,0.5149700598802395,0.023966162411755088,0.00028181553525035975,0.033907353800455634,0.6985017768088546,0.26147704590818366,0.07407407407407407,0.15798202205424092,0.0992306383205449,-0.8455850874315537,0.7924151696606786
fractal,fractal::wired_fractal_12,wired_fractal_12,child,joint,30,6,0.8917037240112736,1.1920360539195904,1.1846213735027464,0.006220181338025377,-0.047274386317384974,0.020710775720571537,2.5829340425079024,0.005988023952095809,0.02132411218466999,-0.03402253646290538,0.03299352765443857,1.6775001820737308,0.041916167664670656,-0.054195451564472696,-0.09502534781844924,0.05259068360079555,0.7763712783029673,0.2375249500998004,0.225,0.15937174428338563,0.08700131636351521,0.7543363532846059,0.21756487025948104
fractal,fractal::wired_fractal_12,wired_fractal_12,child,expert,15,6,0.9220085612456435,1.1695024092729247,1.0886703225189123,0.06911664833958353,-0.00012890047632182732,0.03441244107591495,2.012224261078935,0.029940119760479042,0.06524494665243141,8.566169536513263e-05,0.040518383746028376,1.608141266578858,0.05788423153692615,0.09679702671886381,-0.001361563513744415,0.06091475200955714,1.61140917420476,0.043912175648702596,0.0,0.13152619047619046,0.14935281171880413,-0.8806408728603184,1.0
fractal,fractal::wired_fractal_12,wired_fractal_12,child,partner,15,6,0.0,1.0934481014801851,0.955216441007793,0.1264181265533041,-0.0015202260431321354,0.07963800353926817,1.606498743195539,0.06387225548902195,0.16558088909099686,0.0027850479855657372,0.09278853428496855,1.7544823006413577,0.06986027944111776,0.26154702066321434,0.0067054158949986994,0.13810234306305957,1.8453097834252616,0.031936127744510975,0.3333333333333333,0.1384335664335664,0.16854335704653106,1.1563776248147202,0.2055888223552894
fractal,fractal::wired_fractal_13,wired_fractal_13,teenager,joint,13,6,0.9252818953712256,1.139837876974421,1.0435389369882315,0.08448476922157111,-0.001441444169357179,0.023148830684046526,3.7119029709844495,0.001996007984031936,0.08299542339182121,-0.002636109139717912,0.029491630995310516,2.9035875481134106,0.003992015968063872,0.08654497957868346,-0.0020548728412782503,0.037913280163772406,2.3369081239407574,0.00998003992015968,0.0,0.0,0.0,,1.0
fractal,fractal::wired_fractal_14,wired_fractal_14,undergraduate,joint,16,6,0.9692155131576801,1.2262330281864966,1.178071667356561,0.03927586333338495,-0.009554394901482166,0.017821474173303407,2.7399673988819013,0.001996007984031936,0.034815815144824847,-0.006466012955680201,0.02264855981053998,1.8227131634786635,0.04590818363273453,0.018690262390737233,-0.019861303628768583,0.031721016117175926,1.2153320018847493,0.1217564870259481,0.0,0.10026363636363637,0.1168990832352149,-0.8576939492493194,1.0
fractal,fractal::wired_fractal_15,wired_fractal_15,graduate,joint,27,6,0.9931266249238818,1.2527193034585453,1.1280607230951551,0.09951038514312738,-0.003276583839862388,0.02031694773304971,5.059173766332309,0.001996007984031936,0.0687557884704397,-0.001800277378510717,0.02075679440605896,3.399179298531517,0.003992015968063872,0.08676302481915865,-0.00542022966426852,0.0296392803637526,3.110171817672159,0.001996007984031936,0.13333333333333333,0.11411575774004616,0.06440054490297693,0.2984070340125155,0.3193612774451098
fractal,fractal::wired_fractal_15,wired_fractal_15,graduate,expert,14,6,0.9140078202549662,1.1926401115102283,1.062530724136097,0.1090935866724917,0.0005277988199494539,0.02812088223417037,3.860682141779368,0.001996007984031936,0.1290650143385191,0.0019615841488609376,0.03407145034092903,3.7304966157244137,0.001996007984031936,0.15012918988462964,0.0038695132316203334,0.050419132451863816,2.9008765034314394,0.003992015968063872,0.0,0.1736373015873016,0.1764843850874211,-0.9838677880838624,1.0
fractal,fractal::wired_fractal_15,wired_fractal_15,graduate,partner,13,6,1.1583665556400764,1.3111718829046612,1.28391418162603,0.02078880857195231,-0.0016913727809543901,0.0244738305850052,0.9185395508408896,0.19560878243512975,0.04021521241519657,-0.002436597790012697,0.02861944834969681,1.4903086070721248,0.0658682634730539,0.06282719759425937,-0.0019201154493569482,0.04359369557257493,1.4852448775723723,0.05588822355289421,0.3333333333333333,0.15953333333333333,0.1912406376091399,0.9088026591671101,0.1996007984031936
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,joint,30,6,1.0014464153069063,1.1790548334062678,1.138258937914297,0.03460050740313081,-0.0007815720176234384,0.012590485719361,2.8102235457322755,0.007984031936127744,0.036057146992634334,-0.00048576861721852594,0.0138258463855563,2.6430870552727113,0.007984031936127744,0.041681550401752254,-0.0011363106654828387,0.018905909236223283,2.264787190726435,0.015968063872255488,0.2564102564102564,0.1697042930761383,0.08587382476758833,1.009690246926603,0.1497005988023952
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,expert,15,6,0.9750516559177705,1.1962749084315676,1.1617119102776494,0.02889218682955874,0.001252750324629742,0.022652953915259403,1.2201250489593156,0.1217564870259481,0.01852648879127247,0.0009026752174666976,0.028498997279913982,0.618401180950566,0.23552894211576847,0.04762063651127291,0.0010370689111661592,0.0401383534001159,1.1605749527326708,0.12974051896207583,0.0,0.12582655122655123,0.1525162664866333,-0.8250041397228853,1.0
fractal,fractal::wired_fractal_16,wired_fractal_16,expert,partner,15,6,1.0356491351229258,1.1620976876286047,1.121954879368138,0.034543402579504945,0.0003130785787864183,0.01591651890871117,2.1506162369451367,0.013972055888223553,0.02508948128007886,0.0020008021252649125,0.01901733706971883,1.2140858139164965,0.13572854291417166,0.03169652918929522,0.0025878321334400723,0.028032597204729233,1.038387447415838,0.15169660678642716,0.25,0.12840079365079365,0.14534424391495882,0.8366289787186499,0.1656686626746507
gravity,gravity::wired_gravity_12,wired_gravity_12,child,joint,45,6,1.0482433101388586,1.2427904613665315,1.2329273825521658,0.007936236333452862,-0.029506917457419644,0.009548599536947405,3.9213241319828898,0.001996007984031936,0.01951916553327846,-0.021665441335440783,0.013630141852796129,3.021583143705178,0.003992015968063872,-0.007483951027647318,-0.060184279447338854,0.02138168657413166,2.464741414900839,0.001996007984031936,0.22580645161290322,0.15917654035331502,0.058102029454903774,1.1467742501370524,0.1317365269461078
gravity,gravity::wired_gravity_12,wired_gravity_12,child,expert,23,6,1.096950562135444,1.254109094802159,1.1664254692411076,0.06991706377417173,-0.000968345617805976,0.014488774210229144,4.892436610816412,0.001996007984031936,0.06020681378325386,-0.0016433605937866019,0.015899971148812232,3.8899551325073207,0.001996007984031936,0.07157452911141804,-0.0019237202175882895,0.02366990539518009,3.10513490028451,0.001996007984031936,0.0,0.14631559208907036,0.12065414599682138,-1.2126859867121766,1.0
gravity,gravity::wired_gravity_12,wired_gravity_12,child,partner,22,6,0.8806061547521538,1.151340665749316,1.118244397349463,0.028745852017928453,-0.0012422861436307852,0.03067744699526264,0.9775304368121035,0.18762475049900199,0.01428087195489797,-0.001113673824386531,0.03443656673357815,0.447040667508637,0.3073852295409182,0.07499164482137788,-0.002572505471193157,0.05137834720150309,1.5096661242987954,0.06387225548902195,0.0,0.12619103093702633,0.10544252797179085,-1.1967754696737387,1.0
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,joint,37,6,1.0316360994322702,1.2174607899313414,1.1405079630335444,0.06320764293537273,-0.00970930595987195,0.011706427137713,6.228796202074166,0.001996007984031936,0.044365415171949994,-0.007019067239176507,0.014866007516031683,3.456508572036766,0.001996007984031936,0.041347341139643556,-0.019430810758689875,0.0219269028757919,2.77185301739238,0.001996007984031936,0.24561403508771928,0.14320083651947443,0.05597220067269746,1.8297154183219515,0.05189620758483034
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,expert,19,6,0.9568275084675966,1.1672479680192975,0.9946178449006619,0.1478949870536692,-0.0007346278400959356,0.02260374531166788,6.575441938688084,0.001996007984031936,0.14823406780079246,-0.00045267896539793193,0.024664425038743575,6.02838892585694,0.001996007984031936,0.18476042449117847,-0.000330055864266825,0.03732627600767572,4.9587180976045815,0.001996007984031936,0.4,0.1538429702650291,0.12573850554238908,1.9576901178612007,0.05189620758483034
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,partner,18,6,1.113909903852431,1.2480677511865854,1.236141757264664,0.009555566122578574,0.0032963766271760127,0.028556671435926887,0.21918484125316973,0.3193612774451098,-0.022909505218575113,0.0037502378239020365,0.03135439129648219,-0.8502714273859383,0.810379241516966,-0.08409271158523846,0.004298237475839823,0.045461650664172334,-1.9442969573196316,0.9580838323353293,0.38461538461538464,0.15915631035631037,0.1269548167075456,1.7759001202643936,0.06786427145708583
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,joint,32,6,1.0001029906170047,1.201534015040999,1.1155308747873707,0.071577782382377,-0.02657131358715054,0.017244897694722035,5.691486125752256,0.001996007984031936,0.037044099360399485,-0.020603025797270375,0.023624295409750883,2.440162728996189,0.007984031936127744,-0.0006986907005099852,-0.054710842505943,0.03880406944175773,1.391919780127741,0.08782435129740519,0.0,0.2218482003310112,0.08697902510213966,-2.550594238904085,1.0
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,expert,16,6,0.956098899078712,1.190613280270386,1.0621669310353081,0.10788251010093541,-8.235325043673769e-05,0.026346336591637924,4.09790799475473,0.001996007984031936,0.08053050939679693,9.986359791657762e-05,0.031430872568792324,2.5589695488995057,0.00998003992015968,0.09965719059770428,0.0016986894711261131,0.04819792292247464,2.0324216312006302,0.017964071856287425,0.0,0.12722929292929294,0.13761285094536724,-0.9245451428064912,1.0
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,partner,16,6,0.8138271258594388,1.1486582723458563,1.0968785763380757,0.045078416491993734,-0.0039632061879349405,0.056353078391148774,0.8702563210394467,0.1936127744510978,0.08529584295718619,-0.0022731163032229944,0.06750446359725547,1.2972321324240472,0.13373253493013973,0.14165762959281936,-0.0067149908060635,0.10255875354650973,1.4467084989639314,0.07584830339321358,0.11764705882352941,0.16054962651727356,0.15682795629485413,-0.2735645398138232,0.6427145708582834
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,joint,32,6,0.9410758137132609,1.149968356450725,1.0700048892790779,0.06953536305855168,-0.003971255776720977,0.015180708870001941,4.842107141684699,0.001996007984031936,0.06072602810276851,-0.003149099722177924,0.01720760680780165,3.7120285544871057,0.001996007984031936,0.0765568237147386,-0.009338813089446521,0.025789211880634735,3.3306809530183683,0.001996007984031936,0.09523809523809523,0.170592591808689,0.08517762625318391,-0.8846747659603514,0.7724550898203593
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,expert,16,6,0.9104970870423383,1.1041933258803298,1.0200934440242744,0.07616409181698858,0.0006715652169693551,0.02260464538062222,3.339690817035998,0.001996007984031936,0.08181876369143506,0.0007681252722653715,0.02459808939827125,3.2949973108426023,0.001996007984031936,0.10663268087914801,0.0009723563076277241,0.03607179134025823,2.929167658319125,0.001996007984031936,0.0,0.13314040404040406,0.1490525330123944,-0.8932448268378829,1.0
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,partner,16,6,0.950691615560501,1.1845066535539843,1.172140695989718,0.010439753569271737,-0.0012751350377487871,0.02784319737858698,0.4207450907211521,0.3193612774451098,-0.0013372723593157983,0.0008506341143053774,0.030141302808017183,-0.07258831801521272,0.49700598802395207,-0.00026235456187040374,-0.0003184563594718144,0.04696477508340947,0.0011945505435035906,0.49500998003992014,0.0,0.13023232323232323,0.14865486771441697,-0.8760717037703363,1.0
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,joint,38,6,0.9567696488748086,1.1213451039474782,1.0827095867888816,0.034454617960686496,-0.00215012116411971,0.011089990197902062,3.300700764526453,0.001996007984031936,0.027780451847908633,-0.0011130289323012601,0.014559692202238938,1.9844843131894474,0.031936127744510975,0.037588153694736115,-0.004764031258448945,0.02128843975874251,1.9894452309870345,0.017964071856287425,0.09375,0.16117484137487123,0.07277002214895187,-0.9265469403988957,0.7744510978043913
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,expert,19,6,0.9834651474616004,1.1643756230503226,1.1634989388831576,0.0007529221239348516,-0.0005047569536443566,0.026264257996617125,0.04788557429420618,0.38922155688622756,-0.013909506234391028,-0.00038603456685098715,0.030057611484114444,-0.4499183734105833,0.6826347305389222,-0.03614307353790436,-0.0013209501030172547,0.04562952461499419,-0.7631489420217256,0.8323353293413174,0.14285714285714285,0.15556669360051711,0.12892294619217035,-0.09858253413189631,0.4151696606786427
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,partner,19,6,0.9394271487055952,1.0732334919537692,1.0467599292217864,0.02466710453080334,0.0005835170641425895,0.016596151872068157,1.451154921472741,0.08183632734530938,0.033956970217224616,0.0007659198198197373,0.017553364811509473,1.8908654126325692,0.03592814371257485,0.030779119327109195,0.00099065479979969,0.025777172861260512,1.1556141042944785,0.11377245508982035,0.15384615384615385,0.13318335308482368,0.12264056570958982,0.16848259498622367,0.3273453093812375
hacking,hacking::wired_hacking_12,wired_hacking_12,child,joint,19,6,0.9387608341709143,1.1965730835692634,1.0916018705789283,0.08772653708473532,-0.00830086591635055,0.02275466569544847,4.220119261971574,0.001996007984031936,0.05834009696794465,-0.005039539031686257,0.02486190123103237,2.5492674679489555,0.005988023952095809,0.08392226702147776,-0.015032651004386213,0.03489547615399225,2.8357520496118216,0.003992015968063872,0.0,0.051085410830999066,0.06833774683685044,-0.7475430958085345,1.0
hacking,hacking::wired_hacking_12,wired_hacking_12,child,expert,10,6,0.8916510109553565,1.1207166094658103,1.0238039456266392,0.08647383559824684,0.0035595188543788023,0.037158654167006915,2.2313595204825116,0.017964071856287425,0.14243012998471177,0.003254164539261645,0.05010305493881878,2.7777940010923277,0.005988023952095809,0.12211073381514681,0.005331437335394228,0.07537245254028901,1.5493630967803558,0.05788423153692615,0.0,0.15209999999999999,0.24470461928905796,-0.6215657082481613,1.0
hacking,hacking::wired_hacking_13,wired_hacking_13,teenager,joint,18,6,0.9725196848045962,1.1671359250010818,1.1320786887827792,0.030036978099418965,-0.010554370952879843,0.01761208874214572,2.3047436136955026,0.017964071856287425,0.00763833291755786,-0.010492818750211753,0.030029500104147153,0.6037780051245559,0.2694610778443114,0.058536514799762074,-0.026222754172742647,0.04756970702018425,1.781790855607763,0.011976047904191617,0.0,0.14372974525474524,0.13459314408083192,-1.0678831097698869,1.0
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,joint,19,6,1.041495149426868,1.2123028781593617,1.1096646006917605,0.08466388995416452,0.0018677310584862565,0.019173649278878536,4.318226420616003,0.001996007984031936,0.09608421541579214,0.0017325237401398946,0.02197347523838862,4.293890276892374,0.001996007984031936,0.14226006427877835,0.004233474113420717,0.028591739698429125,4.82749883781787,0.001996007984031936,0.0,0.11511209933856992,0.10195578615455218,-1.129039397176286,1.0
hacking,hacking::wired_hacking_14,wired_hacking_14,undergraduate,expert,10,6,1.022832274668576,1.1667769277915532,1.0952268997114663,0.06132279990787537,0.0005004794194916087,0.02896195062008006,2.1000767968375063,0.02594810379241517,0.055959226939666394,0.0007932470561041897,0.03578073995409523,1.541778620406878,0.06387225548902195,0.030558302246793456,0.003432489423306439,0.0553070515450359,0.4904584870411828,0.3373253493013972,0.0,0.102,0.20869380971275803,-0.4887543149477732,1.0
