Sequence,Speaker,Utterance,Notes
39,Speaker 1 (Sean Carroll PhD),"Let's say X and Y.",
40,Speaker 1 (Sean Carroll PhD),"And what is special about space, there's many things, but one is that if I have a curve or a path between two points, there's a distance that you can calculate, right?",
41,Speaker 1 (Sean Carroll PhD),"And the distance between those two points doesn't depend on your coordinates.",
42,Speaker 1 (Sean Carroll PhD),"It doesn't depend on whether you're in radial coordinates or Cartesian coordinates, or whatever.",
43,Speaker 1 (Sean Carroll PhD),"I'm allowed to imagine a curve that does something like this between those two points, and if I were a person walking on that curve, I would have an odometer with me maybe, and I would know, you would know, even without having done that, this path is always gonna be longer than that path.",
44,Speaker 1 (Sean Carroll PhD),"There's a formula, Pythagoras' Theorem that tells you what the shortest distance path is.",
45,Speaker 1 (Sean Carroll PhD),"That's the point.",
46,Speaker 1 (Sean Carroll PhD),"The physical-ness of what is real is the distance along a certain curve.",
47,Speaker 1 (Sean Carroll PhD),"So spacetime is like that.",
48,Speaker 1 (Sean Carroll PhD),"That's why it is useful to think about spacetime.",
49,Speaker 4 (college student),"Okay.",
50,Speaker 1 (Sean Carroll PhD),"So let me draw spacetime.",
51,Speaker 1 (Sean Carroll PhD),"Here's how we usually draw it.",
52,Speaker 1 (Sean Carroll PhD),"I'll just say X, but all of space is condensed in this one direction, and this is time, okay?",
53,Speaker 1 (Sean Carroll PhD),"So if you're a little person and you started some event, so you start, you're located somewhere in space, somewhere in the three coordinates of space, and whether you like it or not, you're moving through spacetime just by getting older.",
54,Speaker 4 (college student),"Yeah.",
55,Speaker 1 (Sean Carroll PhD),"When people ask me can you travel through time?",
56,Speaker 1 (Sean Carroll PhD),"I say yes, yesterday I traveled 24 hours into the future and here I am, a day later.",
57,Speaker 1 (Sean Carroll PhD),"So that's just this.",
58,Speaker 1 (Sean Carroll PhD),"Okay, you're moving through time, like it or not.",
59,Speaker 1 (Sean Carroll PhD),"So what Einstein says is look, I can travel through spacetime in different ways, like I could hop in a rocket ship and fly out and then fly back, and then I could meet you there.",
60,Speaker 1 (Sean Carroll PhD),"So this is a different trajectory through spacetime, right?",
61,Speaker 4 (college student),"Yeah.",
62,Speaker 1 (Sean Carroll PhD),"And it's almost exactly like the space story.",
63,Speaker 1 (Sean Carroll PhD),"The space story says there's a distance, distance is different along different curves.",
64,Speaker 1 (Sean Carroll PhD),"Einstein says there's something that measures the length of these curves, and we call it the proper time.",
65,Speaker 1 (Sean Carroll PhD),"It is literally the time that you would read on your wristwatch.",
66,Speaker 4 (college student),"So it's kind of like our fundamental time?",
67,Speaker 4 (college student),"Or our base time?",
68,Speaker 1 (Sean Carroll PhD),"Well kind of.",
69,Speaker 1 (Sean Carroll PhD),"What Einstein wants to get across is there's no such thing as fundamental, like there's the universe's time, this big letter T that might tell you how old the universe is, but then every individual has a clock with them, and they measure their own time depending on how they're moving through the universe.",
70,Speaker 4 (college student),"I see.",
71,Speaker 1 (Sean Carroll PhD),"And the crucial difference is that time is not the same for this person who stayed behind and sat in their chair, and this person who zoomed out there.",
72,Speaker 4 (college student),"Why is that, that this one's shorter then?",
73,Speaker 1 (Sean Carroll PhD),"There is what we call a metric on spacetime, and when we talk about Euclidean space versus a curved space, versus a sphere or something, that's a different metric.",
74,Speaker 1 (Sean Carroll PhD),"And spacetime has its own metric which says the following thing, that the path between two events in spacetime that is a straight line, will always be the longest time.",
75,Speaker 4 (college student),"I see.",
76,Speaker 4 (college student),"Oh, okay.",
77,Speaker 1 (Sean Carroll PhD),"That's the difference.",
78,Speaker 4 (college student),"All right.",
79,Speaker 1 (Sean Carroll PhD),"So when Einstein had this idea, oh gravity could be related to the curvature of spacetime, he did some equations, so he got it, that's a long story, we'll put that aside.",
80,Speaker 1 (Sean Carroll PhD),"What he figured out was that rather than gravity living on top of spacetime, it's a manifestation of the curvature of spacetime. ",
81,Speaker 1 (Sean Carroll PhD),"So when you have like the earth, the sun, the moon, they cause a gravitational field, they're actually warping the spacetime around them, they're giving it a different geometry.",
82,Speaker 4 (college student),"Would it be if I had like a spring or not a spring, but like a sheet, and I dropped a book in the sheet, curves down?",
83,Speaker 1 (Sean Carroll PhD),"Yeah, exactly.",
84,Speaker 1 (Sean Carroll PhD),"If you had a sheet that was originally flat, and you set a marble on it, it would go in a straight line, but then if you put something on it so it warps it, that marble is now gonna be deflected.",
85,Speaker 4 (college student),"I see.",
86,Speaker 1 (Sean Carroll PhD),"Einstein says that gravity is just like that.",
87,Speaker 4 (college student),"I see.",
88,Speaker 1 (Sean Carroll PhD),"But there are no straight lines, because spacetime itself is curved.",
89,Speaker 1 (Sean Carroll PhD),"So do you think if you had to explain relativity what would you say?",
90,Speaker 4 (college student),"I think I'd go with kind of the train paradox.",
91,Speaker 4 (college student),"Let's say I'm stationary, and someone's moving past me on the train, they think they're stationary on the train.",
92,Speaker 4 (college student),"Like they think that they're not accelerating, but if they start walking through the train cars, then they are accelerating in their frame, but then from my outside frame where I'm completely removed, I see they are accelerating.",
93,Speaker 4 (college student),"So I guess that relativity is all about perspective, I guess in a way.",
94,Speaker 1 (Sean Carroll PhD),"Yeah, that's right.",
95,Speaker 1 (Sean Carroll PhD),"And it goes exactly back to what we drew on the board where how those two people in the train and on the ground would divide spacetime up differently to space and time.",
96,Speaker 4 (college student),"That was pretty good.",
97,Speaker 1 (Sean Carroll PhD),"Yeah.",
98,Speaker 4 (college student),"I learned a lot.",
99,,"It's a lot of fun stuff to talk about.",
