Sequence,Speaker,Utterance,Notes
68,Speaker 1 (Sean Carroll PhD),"Membrane theory goes back, it never was as popular as string theory, but it's been around for a while.",
69,Speaker 1 (Sean Carroll PhD),"But if you had extra dimensions of space, then you can three dimensional vibrating things, and four dimensional vibrating things.",
70,Speaker 5 (grad student),"So how do these strings give rise to things like mass and charge, and basically give us the properties of the particles that we see?",
71,Speaker 1 (Sean Carroll PhD),"Well basically the strings are the particles that we see.",
72,Speaker 1 (Sean Carroll PhD),"It's exactly the same thing as we said for the straw, if you look at it far away it looks one dimensional.",
73,Speaker 1 (Sean Carroll PhD),"A little loop of string, so a little one dimensional circle that is vibrating.",
74,Speaker 1 (Sean Carroll PhD),"If you look at it from very, very far away, it just looks like a particle.",
75,Speaker 1 (Sean Carroll PhD),"So in string theory, an electron is a little string.",
76,Speaker 1 (Sean Carroll PhD),"A photon is a little string.",
77,Speaker 5 (grad student),"So, is string theory part of what they call the Grand Unified Theory?",
78,Speaker 5 (grad student),"Is it supposed to be the last thing that sort of unifies all the forces together?",
79,Speaker 1 (Sean Carroll PhD),"Yes, string theory's even better.",
80,Speaker 1 (Sean Carroll PhD),"So the phrase Grand Unified Theory was coined in the 1970s for theories that joined electricity and magnetism.",
81,Speaker 1 (Sean Carroll PhD),"So a good string theory is gravity plus the Grand Unified Theory.",
82,Speaker 5 (grad student),"Okay.",
83,Speaker 1 (Sean Carroll PhD),"It's even better.",
84,Speaker 1 (Sean Carroll PhD),"It's the theory of everything.",
85,Speaker 1 (Sean Carroll PhD),"What would you tell a friend of yours if they asked you what dimensions are, what extra dimensions are, what a brane is?",
86,Speaker 5 (grad student),"So we have three spatial dimensions.",
87,Speaker 5 (grad student),"A brane is sort of the next level.",
88,Speaker 5 (grad student),"So a brane is a higher dimensional object that vibrates through space.",
89,Speaker 1 (Sean Carroll PhD),"That's right.",
90,Speaker 1 (Sean Carroll PhD),"And we could live there.",
91,Speaker 1 (Sean Carroll PhD),"The world we see around us, the three dimensions of space around us could reflect the fact that we are somehow stuck on a three dimensional brane trying to escape.",
92,Speaker 5 (grad student),"It was really cool to learn about strings and branes and how looking at gravity on small scales is actually connected to what I do in looking at gravity on these cosmological scales, and it's definitely something I'm gonna think about in my research.",
