Sequence,Speaker,Utterance,Notes
24,Speaker 5 (grad student),"They basically all hold different pieces of memory.",
25,Speaker 5 (grad student),"That's all the gates are.",
26,Speaker 5 (grad student),"Either they're turned on or they're turned off.",
27,Speaker 5 (grad student),"So what Rowhammer found was they tested a bunch of different memory devices and found that by doing a certain order of storing things, and then pulling that information back in a certain way in one place would actually flip gates in a different place.",
28,Speaker 5 (grad student),"So you could actually do a bunch of things to a piece of memory that had nothing to do with something that may be critical in a different place and actually change its contents, and that obviously exposes all sorts of security issues, because that's very hard to predict.",
29,Speaker 1 (Samy Kamkar),"Yeah, I suppose the physical adjacency of the underlying transistors and capacitors that are holding that storage.",
30,Speaker 1 (Samy Kamkar),"That's crazy.",
31,Speaker 1 (Samy Kamkar),"That's crazy.",
32,Speaker 1 (Samy Kamkar),"I think the first time I heard of an interesting attack like that was learning about the cold boot attack.",
33,Speaker 1 (Samy Kamkar),"Being able to, you know, someone enters their password on their computer and that decrypts their hard drive and then they walk away.",
34,Speaker 1 (Samy Kamkar),"Being able to extract that password is really difficult.",
35,Speaker 1 (Samy Kamkar),"If I can pull that memory chip out and extract that memory, put it in my own device, except the problem is memory is volatile, so it'll erase as soon as I pull it out.",
36,Speaker 1 (Samy Kamkar),"You can take something like canned air, turn it upside down, cool that computer, make it real nice and cool.",
37,Speaker 1 (Samy Kamkar),"Then you have a minute or two to pull out the memory, put into your own device, extract the memory, and then you're good.",
38,Speaker 1 (Samy Kamkar),"It's such a simple method to really extract something kind of critical.",
39,Speaker 1 (Samy Kamkar),"Like Rowhammer, it's such a low level of vulnerability and you could argue that it's not necessarily a vulnerability in the architecture itself, but rather exploitation of physics at that point.",
40,Speaker 5 (grad student),"I've spent a decent amount of time with this stuff, and in my mind, a lot of that is a nightmare.",
41,Speaker 5 (grad student),"Over the last year while I was doing some other stuff, I actually designed some microcontroller boards for a company that was doing stuff with, like, a smart watering project.",
42,Speaker 5 (grad student),"The problems with updating is just, like, that scares me the most.",
43,Speaker 5 (grad student),"Like, people don't update their own stuff, let alone these, like, devices.",
44,Speaker 1 (Samy Kamkar),"I keep forgetting to update my fridge.",
45,Speaker 5 (grad student),"I find myself trying to shy away from owning like smart things.",
46,Speaker 1 (Samy Kamkar),"That's pretty challenging if you want to use wireless, right?",
47,Speaker 1 (Samy Kamkar),"If you wanna use a wireless router.",
48,Speaker 5 (grad student),"Yeah, I mean, there's obviously essentials, but yeah, no matter what, you can't really avoid any of this.",
49,Speaker 1 (Samy Kamkar),"The risk right now, just during this quarantine, is actually massive now that we think about it, because you might have these legacy systems.",
50,Speaker 1 (Samy Kamkar),"You know, they were built 20, 30 years ago, and it's too costly to upgrade, but now you can't actually have a lot of people in a single location, so potentially, they actually do have to now add some sort of remote capabilities to these systems that were never meant to be on the internet.",
51,Speaker 1 (Samy Kamkar),"Have you ever had any ethical concerns with the stuff you're interested in or the work you do?",
52,Speaker 5 (grad student),"Oh yeah, for sure.",
53,Speaker 5 (grad student),"When people find vulnerabilities, I think it's their duty to release those to the public.",
54,Speaker 1 (Samy Kamkar),"Especially now that we're seeing more and more companies who are trying to make it illegal for you to inspect the vehicle that you've purchased, right?",
55,Speaker 1 (Samy Kamkar),"Something that you actually own.",
56,Speaker 5 (grad student),"Yeah, I think that's nuts.",
57,Speaker 5 (grad student),"I'm firmly against that for sure.",
58,Speaker 1 (Samy Kamkar),"What if it were illegal?",
59,Speaker 1 (Samy Kamkar),"Would you then do it?",
60,Speaker 1 (Samy Kamkar),"Fortunately it's not today, right?",
61,Speaker 1 (Samy Kamkar),"It hasn't been, you know, despite their attempts, none of that has been passed, but if you had a vehicle and you wanted to inspect it, but all of a sudden, it passed, I mean.",
62,Speaker 5 (grad student),"I don't know, probably, yeah.",
63,Speaker 5 (grad student),"I don't think that's hurting anyone,",
64,Speaker 1 (Samy Kamkar),"But the laws don't always equate to hurting anyone.",
65,Speaker 1 (Samy Kamkar),"I ethically think similar to you in that, you know, what is moral to me is as long as I'm not intentionally hurting others, right?",
66,Speaker 5 (grad student),"Yeah.",
67,Speaker 5 (grad student),"I think we see every day that ethics and the laws aren't necessarily the same thing all the time."
