Sequence,Speaker,Utterance,Notes
24,Speaker 1 (Samy Kamkar),"And also, how do you know that you've seen it?",
25,Speaker 1 (Samy Kamkar),"I've started playing with, like, setting up a cloud chamber.",
26,Speaker 1 (Samy Kamkar),"A cloud chamber lets you actually view high energy particles going through sort of like in a small jar with some evaporated alcohol.",
27,Speaker 1 (Samy Kamkar),"And I thought it'd be really cool if we put some memory chip in there, like a basic memory chip and we just fill it with some data, but then you put a camera on that area and you just watch.",
28,Speaker 1 (Samy Kamkar),"Assuming that there is a high energy particle that actually hits that memory, that should potentially flip the energy state of that bit.",
29,Speaker 1 (Samy Kamkar),"The outside microcontrollers should be able to read that and actually say, Oh wait, the data changed, even though I'm not changing data, I'm only reading data, and we should be able to visibly or optically see it.",
30,Speaker 1 (Samy Kamkar),"What I'm wondering is could that be a next area of research?"," "
31,Speaker 1 (Samy Kamkar),"Because I don't think anyone's actually looking at intentionally injecting high energy particles to take over a computer, when really, you know, that's another technique for fault injection, technically speaking.",
32,Speaker 6 (expert),"This was actually tied into something recently I was looking at, which was, you know, flipping flash and EPROM memory.",
33,Speaker 1 (Samy Kamkar),"You mean flipping bits within flash?",
34,Speaker 6 (expert),"Yeah, exactly, right.",
35,Speaker 6 (expert),"So flipping it in this sort of flash memory.",
36,Speaker 6 (expert),"And so someone's done it with x-rays.",
37,Speaker 6 (expert),"There's actually, I forget who now.",
38,Speaker 6 (expert),"There's a paper, at least one, and it's just like a little plate they make with like a hole in it to concentrate the x-ray source and it works, so yeah, it's super interesting.",
39,Speaker 6 (expert),"Like, one bit in memory means a lot, especially in the flash memory side.",
40,Speaker 6 (expert),"Yeah, visualizing it would be cool though.",
41,Speaker 1 (Samy Kamkar),"I've never seen a",
42,Speaker 1 (Samy Kamkar),"Maybe call it a verifiable visualization of it, right?",
43,Speaker 1 (Samy Kamkar),"We know it's true, you know, you can get skin cancer by going outside and having too many high energy particles hit you, but we've never seen it.",
44,Speaker 1 (Samy Kamkar),"And we know it can happen to a computer chip, but I've never seen both.",
45,Speaker 6 (expert),"Yeah, so actually, so it's funny you mentioned, like, making it more obvious sphere of .",
46,Speaker 6 (expert),"I mean, staying on fault injection right now, this is lately what I've been up to.",
47,Speaker 6 (expert),"A lot of making a little kind of, you know, like electronics kits of old, right?",
48,Speaker 6 (expert),"And you can assemble it all yourself and see how it works.",
49,Speaker 6 (expert),"So making something like that for fault injection.",
50,Speaker 6 (expert),"So all kind of older logic and stuff like that.",
51,Speaker 6 (expert),"So, I mean, it's sort of based on, like, you're presented the little MUX chip.",
52,Speaker 6 (expert),"You know, voltage switcher.",
53,Speaker 6 (expert),"That sort of idea, using just discreet logic to generate the actual glitch itself.",
54,Speaker 6 (expert),"So, but you know, it's part of, I think, this stuff, right?",
55,Speaker 6 (expert),"It's like people don't know about it sometimes.",
56,Speaker 6 (expert),"Like, even engineers designing systems.",
57,Speaker 6 (expert),"It's new to a lot of people.",
58,Speaker 1 (Samy Kamkar),"The thing is, even if you know about that, then there's so many others that someone won't necessarily know about, because there's so many, I guess, potential areas for a fault to occur.",
59,Speaker 1 (Samy Kamkar),"Where do you think security is going or new research is going?",
60,Speaker 1 (Samy Kamkar),"Are there any new areas you think are coming out or are going to be more interesting, you know, pretty soon?",
61,Speaker 6 (expert),"Fault injection has become pretty interesting.",
62,Speaker 6 (expert),"Like, there's been a lot of people poking at that, and I think a lot more products of interest.",
63,Speaker 6 (expert),"Side channel still might have a bit of a comeback.",
64,Speaker 6 (expert),"Basically, what I kind of see is a lot of the really cool stuff has been in academia because product security hasn't kept up, right?",
65,Speaker 6 (expert),"For the longest time, doing these attacks on hardware was pretty straightforward.",
66,Speaker 6 (expert),"You didn't need these crazy attacks.",
67,Speaker 6 (expert),"It looks like a lot of devices are coming out now that actually have real claims to security, right?",
68,Speaker 6 (expert),"More than just a data sheet mentioned.",
69,Speaker 6 (expert),"There's actually something behind it.",
70,Speaker 1 (Samy Kamkar),"For me, I think the things that have been recent and super interesting are typically down to physics-level effects that maybe we haven't seen before.",
71,Speaker 1 (Samy Kamkar),"I think my mind was blown with the, there was the light commands research, and they were able to modulate sound, although it's purely over light using a laser, they would hit the MEMS microphone, and it was picking that up and was able to then interpret it and essentially take control over light.",
72,Speaker 6 (expert),"I'm curious of the backstory to how they found that.",
73,Speaker 6 (expert),"Because if you told me that, right?",
74,Speaker 6 (expert),"So you said like, Hey, Colin, you should test this out.",
75,Speaker 6 (expert),"I probably would be like, It probably won't even work.",
76,Speaker 6 (expert),"Which is like a lot of side channels.",
77,Speaker 6 (expert),"When I first heard about it, you know, working, doing firmware stuff, it was like, Oh, that sounds like it's not gonna work.",
78,Speaker 6 (expert),"Like, that sounds impossible.",
79,Speaker 6 (expert),"You know, the whole area of hardware hacking, it feels kinda like cheating because, you know, as you said, someone designing the system needs to know about so many different ways, right?",
80,Speaker 6 (expert),"So there's so many ways to break the system, and if you're designing them, you need to know all of them, but when you're attacking it, you really need to know one, right?",
81,Speaker 6 (expert),"So I can know nothing about, like, how does ECC actually work?",
82,Speaker 6 (expert),"You know, I have some vague hand-waving I can tell you about, but if you gave me a pen and told me, like, Okay, write it down, specifically the equations and what they mean and how the point model works and stuff.",
83,Speaker 6 (expert),"Right, no idea, but designers are like the other side.",
84,Speaker 6 (expert),"It's almost like, I don't wanna say the lazy side of it.",
85,Speaker 1 (Samy Kamkar),"It's the easier side.",
86,Speaker 1 (Samy Kamkar),"I would say my side is the easier side, right?",
87,Speaker 1 (Samy Kamkar),"I'm on the offensive side.",
88,Speaker 1 (Samy Kamkar),"I want to break into things.",
89,Speaker 1 (Samy Kamkar),"Someone on the defense side, they might have, you know, a system was developed and they now need to patch a hundred holes.",
90,Speaker 1 (Samy Kamkar),"They patch 99 of them.",
91,Speaker 1 (Samy Kamkar),"I only need to find that one.",
92,Speaker 6 (expert),"Yeah.",
93,Speaker 6 (expert),"There's no downsides is what you're saying.",
94,Speaker 6 (expert),"Yeah, only when you get caught."
