Sequence,Speaker,Utterance,Notes
190,Speaker 1 (Donna Strickland),"So we used a long fiber, 1.4 kilometers of fiber but, in fiber, the red colors really haven't got that much in common with the glass atoms and so they spend very little time interacting and they travel fast.",
191,Speaker 1 (Donna Strickland),"The red is going to start traveling faster than the green, faster than the blue and, as you travel down the fiber, next thing you know, you have a long pulse and it's chirped from red at the beginning to blue at the back.",
192,Speaker 1 (Donna Strickland),And so the frequencies go hoo!,
193,Speaker 1 (Donna Strickland),Like this okay?,[Donna stretches the slinky]
194,Speaker 1 (Donna Strickland),So this is a chirped pulse and now it's a long pulse.,
195,Speaker 1 (Donna Strickland),"And so, first this is what we did, we chirped it, we stretched it, then we can safely amplify it because it's not all concentrated and, after we amplify it, then we use something called a compressor and we put all of the colors back together and it was back being a short pulse but a high energy pulse.",
196,Speaker 1 (Donna Strickland),And then we really had what I like to call a laser hammer.,
197,Speaker 1 (Donna Strickland),"When this laser pulse goes inside, it smacks those electrons right off the atom.",
198,Speaker 4 (Caitlin - Student),So the laser hammer that you were describing with other types of lasers and the one in the chirped is it still the same premise?,
199,Speaker 1 (Donna Strickland),"Well a lot of lasers and when lasers first came along, they were only single color.",
200,Speaker 1 (Donna Strickland),"Your cat toy, would only be a single color, probably a red one and so that's just one color.",
201,Speaker 1 (Donna Strickland),And one color means that it has to really be there for the whole time.,
202,Speaker 1 (Donna Strickland),One color is one wave length of light and so it's just one wave that goes on and on and on.,
203,Speaker 1 (Donna Strickland),"If you want a short pulse, you actually have to have all the colors.",
204,Speaker 1 (Donna Strickland),"And if you can imagine that one point in time, and I like to say it's like a conductor of an orchestra.",
205,Speaker 1 (Donna Strickland),"When you're listening to an orchestra warm up, they sound terrible, they're all playing their own notes.",
206,Speaker 1 (Donna Strickland),"But when the conductor conducts them, they all play different notes but, together, it's beautiful music.",
207,Speaker 1 (Donna Strickland),So we have something in the laser called a mode locker and it's like the conductor and it says go now.,
208,Speaker 1 (Donna Strickland),And all the colors will start together but some colors are long wave length and others are shorter.,
209,Speaker 1 (Donna Strickland),"So next thing you know, you have peaks meeting valleys and they cancel each other.",
210,Speaker 1 (Donna Strickland),"The more colors you can bring in, the faster that happens and the shorter the pulse you can make.",
211,Speaker 4 (Caitlin - Student),What's the pendant?,
212,Speaker 1 (Donna Strickland),The necklace is something that was designed for my Nobel prize.,
213,Speaker 1 (Donna Strickland),It's sold at the Nobel museum and it is a chirped pulse.,
214,Speaker 1 (Donna Strickland),"So we've been talking a lot about lasers and applications, what have you learned about chirped pulses?",
215,Speaker 4 (Caitlin - Student),"I learned that it all stretches, which is super cool, because red moves the fastest and so it kinda tugs around blue.",
216,Speaker 4 (Caitlin - Student),It really threw me off just how fast.,
217,Speaker 4 (Caitlin - Student),It's hard to imagine things happening that fast.,
218,Speaker 4 (Caitlin - Student),And I also learned how many of the things that I know are lasers.,
219,Speaker 4 (Caitlin - Student),"Like how many of the things that I've been looking for, like, the answers to, it is in lasers.",
