Sequence,Speaker,Utterance,Notes
26,Speaker 1 (Daphna Shohamy),"What does that look like in terms that come from your world of like the configuration of, of a circuit?",
27,Speaker 6 (expert),"I think this is the most exciting area of memory research right now I think, which is how people build and remember, you know, and keep with them models of the world over long periods of time.",
28,Speaker 6 (expert),"When I think about a mental model, I think about ideas, potential outcomes, potential events, potential actions, and how they all depend on one another.",
29,Speaker 6 (expert),"So when we predict what will happen next it would be, I am currently sitting at this piece of the network and I know that there are, there are these possible outcomes.",
30,Speaker 6 (expert),"And so I have to get ready for those, you know, four possible outcomes.",
31,Speaker 6 (expert),"But that brings this interesting question to the fore, I think which is how does a network system in our mind and our brain create a network model of the world outside?",
32,Speaker 6 (expert),"It's almost like there's a reflection in the structure of what's inside in the hardware and what we're building in a very abstract way.",
33,Speaker 6 (expert),"And I think that relates to some interesting work that's coming out about the hippocampus too.",
34,Speaker 1 (Daphna Shohamy),"We now think of the hippocampus so much in terms of memory but really some of the earliest work in neuroscience on the hippocampus talked about the role of the hippocampus in spatial navigation.",
35,Speaker 1 (Daphna Shohamy),"And it really exposed I think one of the deepest questions in memory research, or at least from the neuroscience perspective is like, well what is the connection?",
36,Speaker 1 (Daphna Shohamy),"What is the connection between spatial processing and memory?",
37,Speaker 1 (Daphna Shohamy),"And why is it that neurons in the hippocampus when an animal is navigating a maze, why is it that there's spatial specialization there?",
38,Speaker 1 (Daphna Shohamy),"I really do think that this notion of a mental model, a generative model is where those, where memory and space meet.",
39,Speaker 6 (expert),"That makes a lot of sense.",
40,Speaker 6 (expert),"And I think that it makes me wonder how we think about places in the abstract, what is a cognitive place, right?",
41,Speaker 6 (expert),"And what is, how do we map out the cognitive spaces that we, that our mind moves within in the same way or in a similar way to the spaces that we physically walk in.",
42,Speaker 6 (expert),"But I think it opens a lot up, a lot of questions about how individuals make their own maps, right?",
43,Speaker 6 (expert),"And then how the way that they choose to make that map will then affect the way that they may respond in the future to a new context or environment.",
44,Speaker 1 (Daphna Shohamy),"It's really interesting.",
45,Speaker 1 (Daphna Shohamy),"And I think it also really speaks to the kind of pervasive and circular role of memory, right?",
46,Speaker 1 (Daphna Shohamy),"Because the maps are dependent on memories, they're built from memories and experiences.",
47,Speaker 1 (Daphna Shohamy),"So there's this kind of dialogue with memory creating maps, maps creating experiences, experiences creating memories, affecting the maps, and really makes me think even of a question a friend asked me recently about moods and mental health and this feeling of like how do some people get kind of trapped in a state of mind where all they can see is a particular way forward.",
48,Speaker 1 (Daphna Shohamy),"But then something happens in the world that shifts them to another model.",
49,Speaker 1 (Daphna Shohamy),"Which is actually really interesting because you can make different maps in different physical spaces too, right?",
50,Speaker 1 (Daphna Shohamy),"As you walk into a new room you make a new map of that room.",
51,Speaker 6 (expert),"So what are the doorways basically for mental models?",
52,Speaker 6 (expert),"And I think that often we sort of fall into this pattern of, of thinking about memory as, as always additive, that we always just keep gathering more information and update what we currently have.",
53,Speaker 6 (expert),"We don't as often speak about deleting pieces of information or, or perceptions or something that we thought was a, was a useful fact but actually it's not a fact.",
54,Speaker 1 (Daphna Shohamy),"Memories as models or models first and memory as part of what helps build the model starts generating new predictions.",
55,Speaker 1 (Daphna Shohamy),"Exactly the kind you just brought up or other ways of thinking about things because an efficient model needs to let go of information, right?",
56,Speaker 1 (Daphna Shohamy),"I just heard a colleague of mine joking about the fact that the principles of neuroscience textbook keeps growing and growing.",
57,Speaker 1 (Daphna Shohamy),"And that if we had enough strength in theoretical neuroscience, if our models of neuroscience were good enough, that book should shrink back.",
58,Speaker 1 (Daphna Shohamy),"We know that memory retrieval is essentially construction.",
59,Speaker 1 (Daphna Shohamy),"And so you don't need to store all those separate memories.",
60,Speaker 1 (Daphna Shohamy),"You need to construct them.",
61,Speaker 1 (Daphna Shohamy),"But if you have a good model, let go of all those details and just construct them to feel as if it's a memory.",
62,Speaker 1 (Daphna Shohamy),"But really all you're doing is using the model to fill the details.",
63,Speaker 1 (Daphna Shohamy),"It's kind of like the matrix, you know.",
64,Speaker 6 (expert),"Right.",
65,Speaker 1 (Daphna Shohamy),"Getting way out there, but, but it is a way in which if you have the right model, it should be an efficient one.",
66,Speaker 1 (Daphna Shohamy),"I'm wondering what you, what you think about what all this means for kind of a redefinition of what memory is, in many ways a revision or expansion of that notion.",
67,Speaker 1 (Daphna Shohamy),"Would you be willing to try to help me think about how to define it?",
68,Speaker 6 (expert),"I think it's information certainly that, that is stored in the brain and that can then affect our behavior.",
69,Speaker 6 (expert),"I think getting your behavior in there somewhere seems, seems important.",
70,Speaker 6 (expert),"But also is it just a record of the past or is it, you know, our perceptions of, of what happened in the past, or how we've changed how we think about that past event or have we deleted that event completely and then gathered this higher level structure or mental model that then allows us to behave differently in the future?",
71,Speaker 6 (expert),"So it's more alive, it's more changing.",
72,Speaker 6 (expert),"It's more, I think it's bubbling out and gathering, gathering and growing and becoming more flexible, but it's also sort of bubbling in, in the sense of deleting and removing and forgetting.",
73,Speaker 6 (expert),"So yes, I think that what we need to add perhaps is that changeability and perhaps the behavioral relevance of that changeability.",
74,Speaker 6 (expert),"I don't know, what do you think?",
75,Speaker 1 (Daphna Shohamy),"I agree.",
76,Speaker 1 (Daphna Shohamy),"I think, you know, as you were speaking I was thinking maybe the most important word to replace there is record.",
77,Speaker 1 (Daphna Shohamy),"Record implies an etching of something as it was.",
78,Speaker 1 (Daphna Shohamy),"And maybe what we need instead is that it's a model, it's an approximation, it's an abstraction that can help us create the illusion of constructing your record.",
79,Speaker 1 (Daphna Shohamy),"But that it's the model that's the important thing that drives the whole thing.",
80,Speaker 6 (expert),"Yeah, yeah I agree.",
81,Speaker 6 (expert),"I think that's perfect.",
