Sequence,Speaker,Utterance,Notes
32,Speaker 1 (Daphna Shohamy),"And we discovered that what we might expect during a skill learning task that only the striatum might show activity, that we also saw the activity in the hippocampus.",
33,Speaker 1 (Daphna Shohamy),"Or when we asked someone to form an episodic memory that we thought might depend only on the hippocampus we suddenly also saw activity in the prefrontal cortex.",
34,Speaker 1 (Daphna Shohamy),"And so the confluence of these new ideas and questions about how different forms of memory interact together with the development of new tools for studying the human mind and brain allowed us to kind of adjust our view of memory systems, to think of them less as multiple completely separate independent systems and instead to try to understand how they really work in concert with each other and give rise to all kinds of behaviors that might not fit neatly into one category or another.",
35,Speaker 4 (college student),"Are the connectivities that you're seeing using the FMRI in your studies, are they different when you look at the implicit and explicit memories?",
36,Speaker 4 (college student),"Are you seeing more activity in the striatum in comparison to the hippocampus or the prefrontal cortex?",
37,Speaker 1 (Daphna Shohamy),"Yeah, you know things are kind of breaking down in unexpected ways I'd say.",
38,Speaker 1 (Daphna Shohamy),"I think there's been a lot of really great work out of multiple labs showing hippocampal activity related to behaviors that don't look anything like episodic memories, but which might depend on episodic memories right?",
39,Speaker 1 (Daphna Shohamy),"So for example also when you're making a decision about how to choose between two good options that suddenly you might see activity in the hippocampus related to the choice itself, others have found that you find activity in the hippocampus not only when people are forming memories, but also when they're imagining events that are gonna happen in the future.",
40,Speaker 1 (Daphna Shohamy),"So it kind of forced us to rethink the way we define what the hippocampus might be doing in a way that can account for creating memories, thinking about the future, making decisions and other kinds of behaviors that involve what we would refer to you in the field as relational processing.",
41,Speaker 1 (Daphna Shohamy),"And that raises all kinds of new questions about what memory really is.",
42,Speaker 1 (Daphna Shohamy),"Reminiscing about our early influences that made us want to be scientists is that, you know, of course we know, we know better than to think that those are necessarily accurate memories.",
43,Speaker 1 (Daphna Shohamy),"You know this reminds me of sort of the classic example from literature when people talk about memory of course is Marcel Proust's Madeleine in Remembrance of Things Past.",
44,Speaker 1 (Daphna Shohamy),"Where in the book it's this taste for the, for the protagonist this taste of the crumbs of the Madeleine cookie and the tea that bring him back to his childhood.",
45,Speaker 1 (Daphna Shohamy),"You know, seven volumes then emerge of memories of, of that childhood.",
46,Speaker 1 (Daphna Shohamy),"Digging further into earlier drafts of Proust's novel that initially it didn't describe a Madeleine at all.",
47,Speaker 4 (college student),"It's very interesting to see the imperfections of the human brain and being able to rewrite something that happened to you and fully believe it yourself.",
48,Speaker 4 (college student),"I think that that's one of the coolest errors and faults in the human brain that could exist.",
49,Speaker 1 (Daphna Shohamy),"You know I think these imperfections, I interpret them as an indication that the role of memory is much less about being accurate representation of the past and much more about being kind of a flexible compass into the future.",
