Sequence,Speaker,Utterance,Notes
44,Speaker 1 (Keenan Crane Phd),"So if, if you can instead describe at least some aspect of what you're looking at in a procedural or recursive way, then you can add as much detail as you need when you get close to objects.",
45,Speaker 5 (Grad Student),"Oh, you mean like perlin noise?",
46,Speaker 1 (Keenan Crane Phd),"Yeah like perlin noise is a great example, right?",
47,Speaker 1 (Keenan Crane Phd),"Perlin noise was one of the early ways of synthesizing additional texture at any level of detail that you needed to make things look natural and realistic.",
48,Speaker 5 (Grad Student),"I have a, a random question.",
49,Speaker 5 (Grad Student),"Do you know how the research into fractals began?",
50,Speaker 1 (Keenan Crane Phd),"You can look pretty far back in history to see kind of glimmers of this idea of fractals in science in the 19th century, people were trying to look for examples of things in mathematics that were very unnatural.",
51,Speaker 1 (Keenan Crane Phd),"So there was, for instance, this guy named Georg Cantor, who was showing that you can have these sets with really strange properties, or you can have functions with really strange properties.",
52,Speaker 1 (Keenan Crane Phd),"This thing called the devil staircase and so on.",
53,Speaker 1 (Keenan Crane Phd),"And it wasn't until about a century later where someone named Mendel Brock said, Oh, actually this strange mathematics that was meant to show how unnatural things can happen is actually a perfect description of things that really do happen in nature.",
54,Speaker 1 (Keenan Crane Phd),"And from there, people really ran with it and said, Oh, okay, well, if these fractal descriptions are good for nature, we can also use that for creating really realistic and believable pictures in computer graphics.",
